registration_surveyid,genotype,yield_ranked,country_name,crop,year,AeZ,longitude,latitude,zone
538d2579-dd0a-4eb3-a318-eb164200a186,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.15631,-2.333853,3
538d2579-dd0a-4eb3-a318-eb164200a186,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.15631,-2.333853,3
94df4120-7c5c-4b2e-b935-a92bc4a7c4e5,rhh 1520,1,Rwanda,maize,2022,Tropic - cool / humid,29.15631,-2.333849,3
94df4120-7c5c-4b2e-b935-a92bc4a7c4e5,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.15631,-2.333849,3
94df4120-7c5c-4b2e-b935-a92bc4a7c4e5,ckdhh 160404,2,Rwanda,maize,2022,Tropic - cool / humid,29.15631,-2.333849,3
5f4cc88f-1e07-4ff2-ac54-0757705e94ee,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.15627,-2.333889,3
5f4cc88f-1e07-4ff2-ac54-0757705e94ee,ckdhh 170121,1,Rwanda,maize,2022,Tropic - cool / humid,29.15627,-2.333889,3
5f4cc88f-1e07-4ff2-ac54-0757705e94ee,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.15627,-2.333889,3
bcf84f29-43b9-475d-9d52-c45eda585562,ckdhh 160404,2,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333875,3
bcf84f29-43b9-475d-9d52-c45eda585562,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333875,3
bcf84f29-43b9-475d-9d52-c45eda585562,czh 15185,3,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333875,3
5e544025-4667-4b49-933a-61be6c384bed,rhm 1409,1,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333871,3
5e544025-4667-4b49-933a-61be6c384bed,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333871,3
5e544025-4667-4b49-933a-61be6c384bed,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333871,3
7bb36db0-84dd-4b3d-9d92-3689730b80fc,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333886,3
7bb36db0-84dd-4b3d-9d92-3689730b80fc,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333886,3
7bb36db0-84dd-4b3d-9d92-3689730b80fc,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.15628,-2.333886,3
81ddff13-8707-455a-b02a-1fb5458b8d69,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.15632,-2.33388,3
81ddff13-8707-455a-b02a-1fb5458b8d69,wh 605,2,Rwanda,maize,2022,Tropic - cool / humid,29.15632,-2.33388,3
81ddff13-8707-455a-b02a-1fb5458b8d69,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.15632,-2.33388,3
4dfb406e-f622-4ba5-a9c4-5c8a757ae562,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.15631,-2.333893,3
4dfb406e-f622-4ba5-a9c4-5c8a757ae562,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.15631,-2.333893,3
4dfb406e-f622-4ba5-a9c4-5c8a757ae562,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.15631,-2.333893,3
514b5a93-7f2b-45fe-b8e7-7be6b4dcf864,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.15636,-2.333905,3
514b5a93-7f2b-45fe-b8e7-7be6b4dcf864,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.15636,-2.333905,3
514b5a93-7f2b-45fe-b8e7-7be6b4dcf864,ckdhh 170121,3,Rwanda,maize,2022,Tropic - cool / humid,29.15636,-2.333905,3
d575f088-195a-4964-88cb-e535699a3c2c,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.15634,-2.333822,3
d575f088-195a-4964-88cb-e535699a3c2c,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.15634,-2.333822,3
d575f088-195a-4964-88cb-e535699a3c2c,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.15634,-2.333822,3
7bac8bf2-28b8-40fa-957d-30226b278fb4,czh 15185,2,Rwanda,maize,2022,Tropic - cool / humid,29.15635,-2.333807,3
7bac8bf2-28b8-40fa-957d-30226b278fb4,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.15635,-2.333807,3
7bac8bf2-28b8-40fa-957d-30226b278fb4,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.15635,-2.333807,3
5f4816da-9ef6-4f81-90bb-5910213c76e9,ckdhh 170121,1,Rwanda,maize,2022,Tropic - cool / humid,29.15633,-2.333744,3
5f4816da-9ef6-4f81-90bb-5910213c76e9,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.15633,-2.333744,3
5f4816da-9ef6-4f81-90bb-5910213c76e9,rhm 1409,2,Rwanda,maize,2022,Tropic - cool / humid,29.15633,-2.333744,3
36afec42-8bdd-49c5-b685-252235763a69,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.15634,-2.333765,3
36afec42-8bdd-49c5-b685-252235763a69,wh 605,2,Rwanda,maize,2022,Tropic - cool / humid,29.15634,-2.333765,3
36afec42-8bdd-49c5-b685-252235763a69,ckdhh 160404,3,Rwanda,maize,2022,Tropic - cool / humid,29.15634,-2.333765,3
3ed66a79-67bb-4437-b755-d75458a52b38,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.20068,-2.406735,3
3ed66a79-67bb-4437-b755-d75458a52b38,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.20068,-2.406735,3
3ed66a79-67bb-4437-b755-d75458a52b38,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.20068,-2.406735,3
5169d1fb-142b-4c0e-aca7-d90fcd780005,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.20061,-2.406737,3
5169d1fb-142b-4c0e-aca7-d90fcd780005,rhh 1601,2,Rwanda,maize,2022,Tropic - cool / humid,29.20061,-2.406737,3
5169d1fb-142b-4c0e-aca7-d90fcd780005,rhh 1520,1,Rwanda,maize,2022,Tropic - cool / humid,29.20061,-2.406737,3
0211d949-3931-4ec5-8dbc-fe3a058fc23b,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.20062,-2.406692,3
0211d949-3931-4ec5-8dbc-fe3a058fc23b,czh 15185,2,Rwanda,maize,2022,Tropic - cool / humid,29.20062,-2.406692,3
0211d949-3931-4ec5-8dbc-fe3a058fc23b,rhh 1520,1,Rwanda,maize,2022,Tropic - cool / humid,29.20062,-2.406692,3
0c0486ab-54b9-4982-8719-e04018a6724a,ckdhh 160404,2,Rwanda,maize,2022,Tropic - cool / humid,29.20067,-2.406698,3
0c0486ab-54b9-4982-8719-e04018a6724a,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.20067,-2.406698,3
0c0486ab-54b9-4982-8719-e04018a6724a,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.20067,-2.406698,3
e600c121-0dbb-4cdb-8ba6-86e6f3e8f9a6,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.20098,-2.406589,3
e600c121-0dbb-4cdb-8ba6-86e6f3e8f9a6,ckdhh 160404,3,Rwanda,maize,2022,Tropic - cool / humid,29.20098,-2.406589,3
e600c121-0dbb-4cdb-8ba6-86e6f3e8f9a6,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.20098,-2.406589,3
8a1c59be-f9b4-4689-a6e4-d6e367ceb7ea,rhm 1409,2,Rwanda,maize,2022,Tropic - cool / humid,29.20063,-2.406757,3
8a1c59be-f9b4-4689-a6e4-d6e367ceb7ea,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.20063,-2.406757,3
8a1c59be-f9b4-4689-a6e4-d6e367ceb7ea,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.20063,-2.406757,3
e881ed23-e74b-48f4-9cb9-322c86707609,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.20068,-2.406745,3
e881ed23-e74b-48f4-9cb9-322c86707609,ckdhh 170121,1,Rwanda,maize,2022,Tropic - cool / humid,29.20068,-2.406745,3
e881ed23-e74b-48f4-9cb9-322c86707609,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.20068,-2.406745,3
ce03b7e7-39c0-4434-9066-99668807143a,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.20064,-2.40674,3
ce03b7e7-39c0-4434-9066-99668807143a,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.20064,-2.40674,3
ce03b7e7-39c0-4434-9066-99668807143a,rhm 1409,1,Rwanda,maize,2022,Tropic - cool / humid,29.20064,-2.40674,3
8186e917-eb05-4201-9442-3bd976f65d07,czh 15185,3,Rwanda,maize,2022,Tropic - cool / humid,29.20103,-2.406561,3
8186e917-eb05-4201-9442-3bd976f65d07,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.20103,-2.406561,3
8186e917-eb05-4201-9442-3bd976f65d07,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.20103,-2.406561,3
b0ebc76a-64bf-48c0-bd48-be3430a23549,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.2006,-2.406764,3
b0ebc76a-64bf-48c0-bd48-be3430a23549,rhm 1409,2,Rwanda,maize,2022,Tropic - cool / humid,29.2006,-2.406764,3
b0ebc76a-64bf-48c0-bd48-be3430a23549,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.2006,-2.406764,3
81b22026-26e5-4324-8140-e247173f8c74,rhh 1601,2,Rwanda,maize,2022,Tropic - cool / humid,29.2007,-2.406693,3
81b22026-26e5-4324-8140-e247173f8c74,wh 507,1,Rwanda,maize,2022,Tropic - cool / humid,29.2007,-2.406693,3
81b22026-26e5-4324-8140-e247173f8c74,ckdhh 170121,3,Rwanda,maize,2022,Tropic - cool / humid,29.2007,-2.406693,3
60e930eb-d5c0-4864-8adf-ea09b70fa865,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.20065,-2.406749,3
60e930eb-d5c0-4864-8adf-ea09b70fa865,czh 15185,2,Rwanda,maize,2022,Tropic - cool / humid,29.20065,-2.406749,3
60e930eb-d5c0-4864-8adf-ea09b70fa865,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.20065,-2.406749,3
fff4d59f-b1de-42f1-9b9d-9957a16a3749,ckdhh 170121,1,Rwanda,maize,2022,Tropic - cool / humid,29.20065,-2.406753,3
fff4d59f-b1de-42f1-9b9d-9957a16a3749,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.20065,-2.406753,3
fff4d59f-b1de-42f1-9b9d-9957a16a3749,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.20065,-2.406753,3
d9f0d5ba-aa64-409f-a978-99c263bbb9b4,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.400983,3
d9f0d5ba-aa64-409f-a978-99c263bbb9b4,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.400983,3
d9f0d5ba-aa64-409f-a978-99c263bbb9b4,czh 15185,3,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.400983,3
5d85d139-55d1-421d-802f-1abdef6171d1,rhh 1601,2,Rwanda,maize,2022,Tropic - cool / humid,29.22472,-2.400995,3
5d85d139-55d1-421d-802f-1abdef6171d1,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.22472,-2.400995,3
5d85d139-55d1-421d-802f-1abdef6171d1,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.22472,-2.400995,3
d09c4548-540c-464e-8ac1-b98a6551860e,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.22467,-2.400979,3
d09c4548-540c-464e-8ac1-b98a6551860e,rhm 1409,1,Rwanda,maize,2022,Tropic - cool / humid,29.22467,-2.400979,3
d09c4548-540c-464e-8ac1-b98a6551860e,wh 605,2,Rwanda,maize,2022,Tropic - cool / humid,29.22467,-2.400979,3
2453bb19-90d5-4bb4-b9f6-61be81e82871,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.22472,-2.401047,3
2453bb19-90d5-4bb4-b9f6-61be81e82871,rhh 1601,2,Rwanda,maize,2022,Tropic - cool / humid,29.22472,-2.401047,3
2453bb19-90d5-4bb4-b9f6-61be81e82871,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.22472,-2.401047,3
c42b4727-f3b3-46f3-a3f2-41d720ad2bdd,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401013,3
c42b4727-f3b3-46f3-a3f2-41d720ad2bdd,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401013,3
c42b4727-f3b3-46f3-a3f2-41d720ad2bdd,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401013,3
0de00374-b595-4d50-89e0-378c1750c05d,rhm 1409,1,Rwanda,maize,2022,Tropic - cool / humid,29.22471,-2.401007,3
0de00374-b595-4d50-89e0-378c1750c05d,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.22471,-2.401007,3
0de00374-b595-4d50-89e0-378c1750c05d,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.22471,-2.401007,3
beb1911a-b6ad-4b15-a172-458d50293cdf,ckdhh 160404,2,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401027,3
beb1911a-b6ad-4b15-a172-458d50293cdf,wh 507,1,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401027,3
beb1911a-b6ad-4b15-a172-458d50293cdf,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401027,3
5a888646-77df-4961-8b4f-6e3140674e46,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.22467,-2.400978,3
5a888646-77df-4961-8b4f-6e3140674e46,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.22467,-2.400978,3
5a888646-77df-4961-8b4f-6e3140674e46,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.22467,-2.400978,3
149ec2fa-b73b-4ed9-97b6-324906a70304,wh 605,2,Rwanda,maize,2022,Tropic - cool / humid,29.22469,-2.401039,3
149ec2fa-b73b-4ed9-97b6-324906a70304,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.22469,-2.401039,3
149ec2fa-b73b-4ed9-97b6-324906a70304,ckdhh 160404,3,Rwanda,maize,2022,Tropic - cool / humid,29.22469,-2.401039,3
09c22847-b981-4951-9f45-1b2d2122de1e,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401006,3
09c22847-b981-4951-9f45-1b2d2122de1e,ckdhh 160404,2,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401006,3
09c22847-b981-4951-9f45-1b2d2122de1e,rhh 1520,1,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.401006,3
06638e36-b7bd-4ea4-b78c-7c7cf9afaec4,rhm 1409,2,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.400977,3
06638e36-b7bd-4ea4-b78c-7c7cf9afaec4,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.400977,3
06638e36-b7bd-4ea4-b78c-7c7cf9afaec4,ckdhh 170121,3,Rwanda,maize,2022,Tropic - cool / humid,29.2247,-2.400977,3
4e7129cd-a54f-4c96-9e56-5d5f56dc20b3,ckdhh 170121,3,Rwanda,maize,2022,Tropic - cool / humid,29.22476,-2.400929,3
4e7129cd-a54f-4c96-9e56-5d5f56dc20b3,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.22476,-2.400929,3
4e7129cd-a54f-4c96-9e56-5d5f56dc20b3,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.22476,-2.400929,3
d0265714-b6fa-47c8-b873-75773badd0bb,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.22477,-2.400994,3
d0265714-b6fa-47c8-b873-75773badd0bb,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.22477,-2.400994,3
d0265714-b6fa-47c8-b873-75773badd0bb,czh 15185,2,Rwanda,maize,2022,Tropic - cool / humid,29.22477,-2.400994,3
d1fa077b-08e6-4598-8984-401b52d235b8,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.34061,-2.130512,6
d1fa077b-08e6-4598-8984-401b52d235b8,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.34061,-2.130512,6
d1fa077b-08e6-4598-8984-401b52d235b8,ckdhh 170121,3,Rwanda,maize,2022,Tropic - cool / humid,29.34061,-2.130512,6
bde4925e-cc0c-48bb-9713-522d02c4f744,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.34061,-2.130515,6
bde4925e-cc0c-48bb-9713-522d02c4f744,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.34061,-2.130515,6
bde4925e-cc0c-48bb-9713-522d02c4f744,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.34061,-2.130515,6
91282428-4c08-4976-8948-8a758e35ac93,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.41575,-2.054561,6
91282428-4c08-4976-8948-8a758e35ac93,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.41575,-2.054561,6
91282428-4c08-4976-8948-8a758e35ac93,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.41575,-2.054561,6
6f19df09-dd82-4fdb-9044-25f2c4373f61,czh 15185,3,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054586,6
6f19df09-dd82-4fdb-9044-25f2c4373f61,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054586,6
6f19df09-dd82-4fdb-9044-25f2c4373f61,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054586,6
47224b0b-a925-4e3d-9cda-9e463de986ce,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054586,6
47224b0b-a925-4e3d-9cda-9e463de986ce,ckdhh 160404,2,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054586,6
47224b0b-a925-4e3d-9cda-9e463de986ce,rhm 1409,1,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054586,6
e626b5e7-c254-4f94-9f53-1b7652060f3a,rhh 1601,1,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054613,6
e626b5e7-c254-4f94-9f53-1b7652060f3a,ckdhh 170121,3,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054613,6
e626b5e7-c254-4f94-9f53-1b7652060f3a,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054613,6
f10ece4f-4fed-4b53-97d2-4fccc8b0759f,ckdhh 170121,1,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054585,6
f10ece4f-4fed-4b53-97d2-4fccc8b0759f,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054585,6
f10ece4f-4fed-4b53-97d2-4fccc8b0759f,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.41573,-2.054585,6
e60db5d4-0292-4c08-a0a3-5a29ef909d42,czh 15185,2,Rwanda,maize,2022,Tropic - cool / humid,29.41574,-2.054585,6
e60db5d4-0292-4c08-a0a3-5a29ef909d42,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.41574,-2.054585,6
e60db5d4-0292-4c08-a0a3-5a29ef909d42,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.41574,-2.054585,6
fa809b16-f529-49c8-a6e0-e6b6a0e1c3fb,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.41522,-2.054843,6
fa809b16-f529-49c8-a6e0-e6b6a0e1c3fb,ckdhh 170121,1,Rwanda,maize,2022,Tropic - cool / humid,29.41522,-2.054843,6
fa809b16-f529-49c8-a6e0-e6b6a0e1c3fb,czh 15185,2,Rwanda,maize,2022,Tropic - cool / humid,29.41522,-2.054843,6
801f4808-1681-4664-a776-029baf64ad0a,rhh 1520,1,Rwanda,maize,2022,Tropic - cool / humid,29.41521,-2.054837,6
801f4808-1681-4664-a776-029baf64ad0a,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.41521,-2.054837,6
801f4808-1681-4664-a776-029baf64ad0a,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.41521,-2.054837,6
08e073e5-945e-4cfe-a5e9-51c4ddc3a125,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.4152,-2.062817,6
08e073e5-945e-4cfe-a5e9-51c4ddc3a125,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.4152,-2.062817,6
08e073e5-945e-4cfe-a5e9-51c4ddc3a125,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.4152,-2.062817,6
3a2dc008-3074-4ec2-8c9a-27c1b7c834f7,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.41568,-2.054629,6
3a2dc008-3074-4ec2-8c9a-27c1b7c834f7,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.41568,-2.054629,6
3a2dc008-3074-4ec2-8c9a-27c1b7c834f7,czh 15185,2,Rwanda,maize,2022,Tropic - cool / humid,29.41568,-2.054629,6
2bb8c5be-02c2-436f-8d7a-7356be7f35dc,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.55337,-2.07095,6
2bb8c5be-02c2-436f-8d7a-7356be7f35dc,ckdhh 160404,2,Rwanda,maize,2022,Tropic - cool / humid,29.55337,-2.07095,6
2bb8c5be-02c2-436f-8d7a-7356be7f35dc,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.55337,-2.07095,6
8679ef10-60e2-4ac5-a3fc-67954f86e9e1,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.55351,-2.070611,6
8679ef10-60e2-4ac5-a3fc-67954f86e9e1,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.55351,-2.070611,6
8679ef10-60e2-4ac5-a3fc-67954f86e9e1,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.55351,-2.070611,6
9fe44f94-e1d0-42e0-90f3-c25e4c0593bf,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.55341,-2.070874,6
9fe44f94-e1d0-42e0-90f3-c25e4c0593bf,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.55341,-2.070874,6
9fe44f94-e1d0-42e0-90f3-c25e4c0593bf,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.55341,-2.070874,6
11f0ce3b-c3ab-48c6-b66a-2f9e16c15b1b,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.55342,-2.070666,6
11f0ce3b-c3ab-48c6-b66a-2f9e16c15b1b,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.55342,-2.070666,6
11f0ce3b-c3ab-48c6-b66a-2f9e16c15b1b,rhm 1409,2,Rwanda,maize,2022,Tropic - cool / humid,29.55342,-2.070666,6
003d0bf1-ab6e-4b3e-8b9a-f4897cdf55f0,rhm 1409,1,Rwanda,maize,2022,Tropic - cool / humid,29.55853,-2.080776,6
003d0bf1-ab6e-4b3e-8b9a-f4897cdf55f0,czh 15185,2,Rwanda,maize,2022,Tropic - cool / humid,29.55853,-2.080776,6
003d0bf1-ab6e-4b3e-8b9a-f4897cdf55f0,ckdhh 170121,3,Rwanda,maize,2022,Tropic - cool / humid,29.55853,-2.080776,6
b4bf786d-4795-4dc7-b2a8-1559faa5dca4,ckdhh 170121,3,Rwanda,maize,2022,Tropic - cool / humid,29.55852,-2.080788,6
b4bf786d-4795-4dc7-b2a8-1559faa5dca4,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.55852,-2.080788,6
b4bf786d-4795-4dc7-b2a8-1559faa5dca4,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.55852,-2.080788,6
62dcb3dd-4f01-411c-ae25-1f4329e4c695,wh 605,1,Rwanda,maize,2022,Tropic - cool / humid,29.55853,-2.08078,6
62dcb3dd-4f01-411c-ae25-1f4329e4c695,rhh 1520,3,Rwanda,maize,2022,Tropic - cool / humid,29.55853,-2.08078,6
62dcb3dd-4f01-411c-ae25-1f4329e4c695,rhm 1409,2,Rwanda,maize,2022,Tropic - cool / humid,29.55853,-2.08078,6
252fd136-4e2c-4784-9cb5-df58609b1939,wh 507,2,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080784,6
252fd136-4e2c-4784-9cb5-df58609b1939,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080784,6
252fd136-4e2c-4784-9cb5-df58609b1939,ckdhh 170121,1,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080784,6
f6dd6774-f071-484b-b456-8a377e840f9d,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.55852,-2.080782,6
f6dd6774-f071-484b-b456-8a377e840f9d,rhm 1409,2,Rwanda,maize,2022,Tropic - cool / humid,29.55852,-2.080782,6
f6dd6774-f071-484b-b456-8a377e840f9d,rhh 1601,3,Rwanda,maize,2022,Tropic - cool / humid,29.55852,-2.080782,6
1952ab6c-8d8c-41bc-a5e0-0105231b8ea8,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080789,6
1952ab6c-8d8c-41bc-a5e0-0105231b8ea8,ckdhh 160404,1,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080789,6
1952ab6c-8d8c-41bc-a5e0-0105231b8ea8,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080789,6
ed6bb495-7d0f-4f7f-96f8-a067b411fb80,rhh 1520,2,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080789,6
ed6bb495-7d0f-4f7f-96f8-a067b411fb80,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080789,6
ed6bb495-7d0f-4f7f-96f8-a067b411fb80,wh 507,3,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080789,6
0a47b08b-041d-479e-8d16-5a4da1ef82dc,rhm 1409,3,Rwanda,maize,2022,Tropic - cool / humid,29.55854,-2.080777,6
0a47b08b-041d-479e-8d16-5a4da1ef82dc,rhh 1601,2,Rwanda,maize,2022,Tropic - cool / humid,29.55854,-2.080777,6
0a47b08b-041d-479e-8d16-5a4da1ef82dc,ckdhh 170121,1,Rwanda,maize,2022,Tropic - cool / humid,29.55854,-2.080777,6
22e516d3-6e49-48ba-9dc9-3e95e3fefb2b,rhh 1601,2,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080788,6
22e516d3-6e49-48ba-9dc9-3e95e3fefb2b,ckdhh 160404,3,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080788,6
22e516d3-6e49-48ba-9dc9-3e95e3fefb2b,czh 15185,1,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.080788,6
c6371fdc-9714-4021-a0d5-e9a7a09a7b0d,wh 605,3,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.0808,6
c6371fdc-9714-4021-a0d5-e9a7a09a7b0d,ckdhh 170121,2,Rwanda,maize,2022,Tropic - cool / humid,29.55851,-2.0808,6
