"genotype","estimate","SE","quasiSE","quasiVar","environment","ref_gen"
"IITA-TMS-IBA30572",-1.85969381787125,0.851217706370552,0.568997763667784,0.32375845505894,"Osun-2021","IITA-TMS-IBA000070"
"IITA-TMS-IBA980581",-0.8135578236833,0.828714744594183,0.588639120447433,0.346496014121128,"Osun-2021","IITA-TMS-IBA000070"
"K195",-1.09400384428151,0.827900221463209,0.569862800423031,0.324743611305979,"Osun-2021","IITA-TMS-IBA000070"
"TMEB2",-1.38040037434976,0.842525640589927,0.532056785282459,0.283084422765105,"Osun-2021","IITA-TMS-IBA000070"
"TMEB419",-1.01194935984766,0.825805470602728,0.487256826854741,0.237419215316551,"Osun-2021","IITA-TMS-IBA000070"
"TMEB693",-1.52489565155069,0.826884553628115,0.508217589070657,0.258285117840792,"Osun-2021","IITA-TMS-IBA000070"
"TMEB7",-1.44272422847042,0.849947145585705,0.554446096011258,0.307410473382125,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1049P0001",-2.05737621653254,0.828999670865665,0.574484983829422,0.330032996645491,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1053P0010",-0.592728028277951,0.902797206074524,0.612893017957173,0.375637851460652,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1088P0007",-0.334605536669437,0.862915572267621,0.5481143691912,0.300429361713867,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1153P0001",-1.42402188569319,0.879007046099466,0.577013068025329,0.332944080672002,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1160P0004",-1.44027460760012,0.818535720736883,0.535881690670402,0.287169186395768,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1307P0016",-0.573853341020462,0.797099834180761,0.494790711741675,0.244817848425834,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1343P0022",-1.53835860326135,0.930733386182336,0.670384570389592,0.449415472216438,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F1343P0044",-0.695356320857291,0.890470236049872,0.598721149264155,0.35846701457619,"Osun-2021","IITA-TMS-IBA000070"
"TMS-13F2110P0008",-1.23800244772868,0.838628404416007,0.583851912637048,0.340883055889939,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1035P0004",-0.75340287435001,0.843242194114812,0.522589933203195,0.27310023828532,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1195P0005",-0.0294301872824372,0.870267995265757,0.566897279261016,0.321372525233542,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1223P0007",-0.618575702584195,0.81377118246382,0.510854714531313,0.260972539358869,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1287P0008",-1.288733359141,0.875871644602413,0.56672836909793,0.3211810443404,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1291P0003",-1.00648415353427,0.79592719718374,0.501588052423293,0.251590574333792,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1301P0013",-0.208331671946757,0.842092753180786,0.525243495364665,0.275880729422891,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1306P0015",-1.27016941362744,0.844792329941488,0.526585655001008,0.27729245205284,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1310P0004",-1.56344575711854,0.94997956002841,0.685635217007051,0.470095650800306,"Osun-2021","IITA-TMS-IBA000070"
"TMS-14F1310P0015",-1.26887096412601,0.798327601316065,0.518828220481584,0.269182722368087,"Osun-2021","IITA-TMS-IBA000070"
"TMS-IBA961632",-0.655590081348029,0.794554474040624,0.527379790916401,0.278129443867027,"Osun-2021","IITA-TMS-IBA000070"
